"age","workclass","education","marital.status","occupation","native.country","income"
0.452054794520548," Federal-gov"," Bachelors"," Divorced"," Exec-managerial"," United-States",1
0.410958904109589," Self-emp-inc"," HS-grad"," Divorced"," Exec-managerial"," United-States",0
0.356164383561644," Private"," Some-college"," Married-civ-spouse"," Tech-support"," United-States",1
0.397260273972603," Private"," 5th-6th"," Married-civ-spouse"," Machine-op-inspct"," Mexico",0
0.246575342465753," Private"," Assoc-voc"," Married-civ-spouse"," Other-service"," Puerto-Rico",0
0.328767123287671," Private"," HS-grad"," Married-civ-spouse"," Adm-clerical"," United-States",0
0.178082191780822," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," United-States",0
0.178082191780822," Private"," Bachelors"," Married-civ-spouse"," Sales"," United-States",0
0.424657534246575," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," United-States",0
0.342465753424658," Private"," Doctorate"," Married-civ-spouse"," Prof-specialty"," United-States",1
0.164383561643836," Private"," Some-college"," Divorced"," Tech-support"," United-States",0
0.26027397260274," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," United-States",0
0.150684931506849," Private"," Some-college"," Divorced"," Adm-clerical"," United-States",0
0.493150684931507," Private"," HS-grad"," Married-civ-spouse"," Adm-clerical"," United-States",1
0.438356164383562," Self-emp-inc"," Some-college"," Married-civ-spouse"," Exec-managerial"," United-States",1
0.0273972602739726," Private"," Some-college"," Never-married"," Prof-specialty"," United-States",0
0.191780821917808," Private"," Bachelors"," Separated"," Sales"," United-States",0
0.164383561643836," Self-emp-not-inc"," Bachelors"," Married-civ-spouse"," Sales"," United-States",1
0.0821917808219178," Private"," Some-college"," Never-married"," Machine-op-inspct"," United-States",0
0.849315068493151," Private"," Some-college"," Married-civ-spouse"," Prof-specialty"," United-States",0
0.136986301369863," Private"," HS-grad"," Never-married"," Other-service"," Mexico",0
0.315068493150685," Private"," Assoc-acdm"," Married-civ-spouse"," Adm-clerical"," United-States",0
0.0136986301369863," Private"," 11th"," Never-married"," Other-service"," United-States",0
0.191780821917808," Local-gov"," 7th-8th"," Married-civ-spouse"," Farming-fishing"," United-States",0
0.0136986301369863," Private"," HS-grad"," Never-married"," Sales"," United-States",0
0.479452054794521," Private"," Bachelors"," Married-civ-spouse"," Other-service"," Cuba",0
0.397260273972603," Private"," HS-grad"," Married-civ-spouse"," Other-service"," United-States",0
0.575342465753425," Private"," HS-grad"," Married-civ-spouse"," Sales"," United-States",0
0.36986301369863," Private"," HS-grad"," Divorced"," Craft-repair"," United-States",1
0.493150684931507," Private"," HS-grad"," Divorced"," Sales"," United-States",0
0.438356164383562," Local-gov"," HS-grad"," Married-civ-spouse"," Protective-serv"," United-States",1
0.219178082191781," Private"," Masters"," Married-civ-spouse"," Prof-specialty"," United-States",0
0.178082191780822," Private"," 9th"," Never-married"," Sales"," United-States",0
0.356164383561644," Federal-gov"," Doctorate"," Never-married"," Prof-specialty"," United-States",1
0.547945205479452," Private"," Assoc-voc"," Married-civ-spouse"," Prof-specialty"," United-States",0
0.273972602739726," Private"," Some-college"," Divorced"," Craft-repair"," United-States",0
0.150684931506849," Private"," Some-college"," Divorced"," Machine-op-inspct"," United-States",0
0.232876712328767," Local-gov"," Bachelors"," Married-civ-spouse"," Protective-serv"," United-States",1
0.164383561643836," Local-gov"," Some-college"," Never-married"," Handlers-cleaners"," United-States",0
0.424657534246575," Self-emp-not-inc"," Doctorate"," Married-civ-spouse"," Prof-specialty"," United-States",1
0.273972602739726," Private"," Some-college"," Married-civ-spouse"," Sales"," United-States",1
0.424657534246575," Private"," Assoc-acdm"," Divorced"," Exec-managerial"," England",0
0.205479452054795," Federal-gov"," HS-grad"," Never-married"," Other-service"," United-States",0
0.808219178082192," Private"," Masters"," Married-civ-spouse"," Exec-managerial"," United-States",1
0.36986301369863," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," United-States",1
0.410958904109589," Self-emp-not-inc"," Masters"," Never-married"," Prof-specialty"," United-States",0
0.0410958904109589," Private"," Some-college"," Never-married"," Tech-support"," United-States",0
0.164383561643836," Private"," HS-grad"," Never-married"," Craft-repair"," United-States",0
0.205479452054795," Self-emp-inc"," HS-grad"," Married-civ-spouse"," Craft-repair"," United-States",1
0.178082191780822," Private"," 11th"," Never-married"," Handlers-cleaners"," United-States",0
0.191780821917808," Local-gov"," HS-grad"," Never-married"," Adm-clerical"," United-States",0
0.342465753424658," Private"," HS-grad"," Married-civ-spouse"," Handlers-cleaners"," United-States",0
0.0958904109589041," Private"," Bachelors"," Never-married"," Sales"," United-States",0
0.287671232876712," Private"," Prof-school"," Married-civ-spouse"," Prof-specialty"," United-States",1
0.534246575342466," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Other-service"," Canada",1
0.150684931506849," Private"," Some-college"," Married-civ-spouse"," Sales"," United-States",0
0.26027397260274," Private"," HS-grad"," Never-married"," Machine-op-inspct"," United-States",0
0.493150684931507," Private"," 9th"," Married-civ-spouse"," Handlers-cleaners"," United-States",0
0.534246575342466," Self-emp-inc"," Some-college"," Married-civ-spouse"," Sales"," United-States",0
0.438356164383562," Local-gov"," Assoc-voc"," Married-civ-spouse"," Craft-repair"," United-States",1
0.520547945205479," Private"," Some-college"," Married-civ-spouse"," Sales"," United-States",0
0.0684931506849315," Private"," HS-grad"," Never-married"," Craft-repair"," United-States",0
0.0547945205479452," Private"," Some-college"," Never-married"," Other-service"," United-States",0
0.315068493150685," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," United-States",0
0.178082191780822," Private"," Bachelors"," Never-married"," Exec-managerial"," Germany",0
0.164383561643836," State-gov"," Bachelors"," Married-civ-spouse"," Prof-specialty"," United-States",1
0.0273972602739726," Private"," Some-college"," Never-married"," Other-service"," United-States",0
0.410958904109589," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," United-States",1
0.0410958904109589," Private"," Some-college"," Never-married"," Adm-clerical"," United-States",0
0.191780821917808," Private"," Assoc-acdm"," Married-civ-spouse"," Adm-clerical"," United-States",1
0.301369863013699," Private"," Some-college"," Divorced"," Craft-repair"," United-States",0
0.150684931506849," Private"," Assoc-acdm"," Never-married"," Sales"," United-States",0
0.0958904109589041," Private"," HS-grad"," Never-married"," Other-service"," United-States",0
0.287671232876712," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Craft-repair"," United-States",0
0.273972602739726," Private"," Bachelors"," Married-civ-spouse"," Sales"," United-States",0
0.397260273972603," Private"," Assoc-acdm"," Divorced"," Tech-support"," United-States",0
0.287671232876712," Federal-gov"," Masters"," Married-civ-spouse"," Prof-specialty"," Iran",1
0.356164383561644," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Craft-repair"," United-States",0
0.136986301369863," Private"," Assoc-voc"," Married-civ-spouse"," Adm-clerical"," United-States",0
0.0410958904109589," Private"," Some-college"," Never-married"," Sales"," United-States",0
0.438356164383562," Private"," Some-college"," Married-civ-spouse"," Craft-repair"," United-States",1
0.602739726027397," Self-emp-inc"," HS-grad"," Married-civ-spouse"," Craft-repair"," United-States",0
0.136986301369863," Private"," Some-college"," Never-married"," Sales"," United-States",0
0.0273972602739726," Private"," Some-college"," Never-married"," Other-service"," Mexico",0
0.383561643835616," Private"," Assoc-voc"," Never-married"," Prof-specialty"," United-States",1
0.726027397260274," Private"," Some-college"," Never-married"," Tech-support"," United-States",0
0.191780821917808," Private"," HS-grad"," Never-married"," Transport-moving"," United-States",0
0.0684931506849315," Private"," Some-college"," Married-civ-spouse"," Other-service"," United-States",0
0.26027397260274," Private"," HS-grad"," Widowed"," Other-service"," United-States",0
0.643835616438356," Private"," 11th"," Married-civ-spouse"," Craft-repair"," United-States",0
0.410958904109589," Local-gov"," Some-college"," Divorced"," Adm-clerical"," Mexico",0
0.232876712328767," Private"," HS-grad"," Never-married"," Adm-clerical"," United-States",0
0.219178082191781," Private"," Bachelors"," Never-married"," Exec-managerial"," Philippines",0
0.0547945205479452," Private"," HS-grad"," Never-married"," Craft-repair"," United-States",0
0.424657534246575," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," United-States",0
0.0821917808219178," Private"," Bachelors"," Never-married"," Handlers-cleaners"," United-States",0
0.73972602739726," Self-emp-not-inc"," Some-college"," Separated"," Sales"," United-States",0
0.164383561643836," Private"," HS-grad"," Divorced"," Craft-repair"," United-States",0
0.342465753424658," Private"," Bachelors"," Separated"," Other-service"," United-States",0
0.10958904109589," Private"," HS-grad"," Never-married"," Other-service"," United-States",0
0.36986301369863," Self-emp-inc"," Masters"," Divorced"," Exec-managerial"," United-States",0
0.150684931506849," Private"," HS-grad"," Never-married"," Exec-managerial"," England",0
0.383561643835616," Self-emp-not-inc"," Masters"," Married-civ-spouse"," Sales"," United-States",1
0.26027397260274," Private"," Some-college"," Divorced"," Other-service"," Mexico",0
0.301369863013699," Federal-gov"," Assoc-acdm"," Never-married"," Exec-managerial"," United-States",0
0.397260273972603," State-gov"," Masters"," Widowed"," Protective-serv"," United-States",0
0.0136986301369863," Private"," 11th"," Never-married"," Handlers-cleaners"," United-States",0
0.671232876712329," Local-gov"," Assoc-voc"," Widowed"," Prof-specialty"," United-States",0
0.136986301369863," Private"," HS-grad"," Never-married"," Other-service"," United-States",0
0.150684931506849," State-gov"," HS-grad"," Married-civ-spouse"," Protective-serv"," United-States",0
0.465753424657534," Private"," Some-college"," Married-civ-spouse"," Sales"," United-States",1
0.136986301369863," Private"," Bachelors"," Never-married"," Craft-repair"," United-States",0
0.150684931506849," State-gov"," Bachelors"," Married-civ-spouse"," Prof-specialty"," United-States",1
0.136986301369863," Private"," HS-grad"," Married-spouse-absent"," Sales"," United-States",0
0.0547945205479452," Private"," HS-grad"," Never-married"," Craft-repair"," United-States",0
0.232876712328767," Private"," HS-grad"," Never-married"," Handlers-cleaners"," United-States",0
0.0136986301369863," Private"," HS-grad"," Never-married"," Other-service"," United-States",0
0.219178082191781," Private"," Bachelors"," Married-civ-spouse"," Prof-specialty"," United-States",0
0.36986301369863," Local-gov"," Some-college"," Married-civ-spouse"," Exec-managerial"," United-States",1
0.356164383561644," Private"," Some-college"," Divorced"," Adm-clerical"," United-States",0
0.178082191780822," Private"," Some-college"," Never-married"," Craft-repair"," United-States",0
0.315068493150685," Private"," 7th-8th"," Married-civ-spouse"," Machine-op-inspct"," Mexico",1
0.273972602739726," Federal-gov"," Some-college"," Married-civ-spouse"," Adm-clerical"," United-States",1
0.232876712328767," Private"," HS-grad"," Married-civ-spouse"," Adm-clerical"," United-States",0
0.328767123287671," Self-emp-not-inc"," Bachelors"," Divorced"," Exec-managerial"," United-States",0
0.191780821917808," Private"," Masters"," Married-civ-spouse"," Prof-specialty"," United-States",0
0.561643835616438," State-gov"," Doctorate"," Married-civ-spouse"," Prof-specialty"," United-States",1
0.287671232876712," Private"," Some-college"," Divorced"," Machine-op-inspct"," United-States",0
0.0958904109589041," Private"," Some-college"," Married-civ-spouse"," Machine-op-inspct"," United-States",0
0.328767123287671," Local-gov"," Bachelors"," Married-civ-spouse"," Craft-repair"," United-States",0
0.410958904109589," Private"," Some-college"," Married-civ-spouse"," Tech-support"," United-States",0
0.328767123287671," Federal-gov"," Bachelors"," Married-civ-spouse"," Tech-support"," United-States",0
0.0821917808219178," Private"," 5th-6th"," Married-civ-spouse"," Transport-moving"," Mexico",0
0.26027397260274," Private"," Some-college"," Divorced"," Craft-repair"," United-States",0
0.315068493150685," Federal-gov"," Masters"," Never-married"," Exec-managerial"," United-States",1
0.246575342465753," Private"," Masters"," Married-civ-spouse"," Prof-specialty"," United-States",1
0.0958904109589041," Self-emp-not-inc"," HS-grad"," Never-married"," Sales"," United-States",0
0.123287671232877," Private"," Masters"," Never-married"," Prof-specialty"," United-States",0
0.465753424657534," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," United-States",1
0.342465753424658," Local-gov"," Some-college"," Never-married"," Prof-specialty"," United-States",0
0.273972602739726," State-gov"," HS-grad"," Divorced"," Adm-clerical"," United-States",0
0.0136986301369863," Private"," 11th"," Never-married"," Sales"," United-States",0
0.26027397260274," Private"," Bachelors"," Married-civ-spouse"," Other-service"," United-States",1
0.246575342465753," Private"," HS-grad"," Divorced"," Craft-repair"," United-States",0
0.561643835616438," Self-emp-inc"," HS-grad"," Married-civ-spouse"," Sales"," United-States",1
0," Private"," 11th"," Never-married"," Sales"," United-States",0
0.36986301369863," Local-gov"," HS-grad"," Married-civ-spouse"," Transport-moving"," United-States",0
0.273972602739726," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," United-States",1
0.246575342465753," Private"," Some-college"," Never-married"," Sales"," United-States",0
0.589041095890411," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," United-States",0
0.506849315068493," Self-emp-inc"," 7th-8th"," Married-civ-spouse"," Machine-op-inspct"," United-States",1
0.273972602739726," Private"," Bachelors"," Never-married"," Exec-managerial"," United-States",1
0.452054794520548," Private"," Assoc-acdm"," Divorced"," Sales"," United-States",0
0.287671232876712," Private"," Bachelors"," Married-civ-spouse"," Sales"," Poland",0
0.383561643835616," Private"," Bachelors"," Married-civ-spouse"," Prof-specialty"," United-States",0
0.10958904109589," Private"," 10th"," Never-married"," Craft-repair"," United-States",0
0.191780821917808," Private"," Some-college"," Married-civ-spouse"," Handlers-cleaners"," United-States",0
1," Private"," HS-grad"," Never-married"," Other-service"," United-States",0
0.506849315068493," Private"," HS-grad"," Married-civ-spouse"," Adm-clerical"," United-States",0
0.493150684931507," Local-gov"," Preschool"," Never-married"," Machine-op-inspct"," United-States",0
0.0136986301369863," Private"," HS-grad"," Never-married"," Sales"," United-States",0
0.671232876712329," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Farming-fishing"," United-States",0
0.794520547945205," Private"," Assoc-voc"," Widowed"," Adm-clerical"," Columbia",0
0.657534246575342," Private"," HS-grad"," Divorced"," Adm-clerical"," United-States",0
0.246575342465753," Private"," 11th"," Separated"," Transport-moving"," United-States",0
0.328767123287671," Private"," HS-grad"," Divorced"," Sales"," United-States",0
0.10958904109589," Private"," Some-college"," Never-married"," Adm-clerical"," United-States",0
0.219178082191781," Private"," Some-college"," Divorced"," Craft-repair"," United-States",0
0.150684931506849," Private"," Prof-school"," Never-married"," Prof-specialty"," United-States",1
0.575342465753425," State-gov"," HS-grad"," Married-civ-spouse"," Other-service"," United-States",0
0.315068493150685," State-gov"," Some-college"," Never-married"," Adm-clerical"," United-States",0
0.328767123287671," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Iran",1
0.287671232876712," Local-gov"," Masters"," Married-civ-spouse"," Exec-managerial"," United-States",1
0.0821917808219178," Private"," HS-grad"," Never-married"," Transport-moving"," United-States",0
0.315068493150685," Private"," Bachelors"," Married-civ-spouse"," Prof-specialty"," United-States",1
0.328767123287671," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Other-service"," United-States",0
0.0958904109589041," State-gov"," Assoc-acdm"," Married-civ-spouse"," Protective-serv"," United-States",0
0.287671232876712," Private"," Some-college"," Divorced"," Craft-repair"," United-States",0
0.561643835616438," Private"," HS-grad"," Married-civ-spouse"," Adm-clerical"," United-States",1
0.205479452054795," Private"," HS-grad"," Never-married"," Other-service"," United-States",0
0.315068493150685," Private"," Assoc-acdm"," Married-civ-spouse"," Tech-support"," United-States",1
0.328767123287671," Private"," Prof-school"," Married-civ-spouse"," Prof-specialty"," United-States",1
0.342465753424658," Private"," Bachelors"," Married-civ-spouse"," Adm-clerical"," United-States",0
0.575342465753425," Local-gov"," 10th"," Widowed"," Other-service"," United-States",0
0.0273972602739726," Local-gov"," Some-college"," Never-married"," Adm-clerical"," United-States",0
0.561643835616438," Private"," Some-college"," Never-married"," Transport-moving"," United-States",0
0.342465753424658," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Farming-fishing"," Cambodia",1
0.0410958904109589," Private"," HS-grad"," Never-married"," Other-service"," United-States",0
0.205479452054795," Private"," HS-grad"," Separated"," Other-service"," United-States",0
0.383561643835616," Private"," Assoc-voc"," Widowed"," Exec-managerial"," United-States",0
0.452054794520548," Private"," 7th-8th"," Divorced"," Craft-repair"," United-States",0
0.26027397260274," Private"," Bachelors"," Divorced"," Prof-specialty"," United-States",0
0.383561643835616," Private"," HS-grad"," Married-civ-spouse"," Sales"," United-States",0
0," Private"," 11th"," Never-married"," Other-service"," United-States",0
0.575342465753425," Private"," Some-college"," Married-civ-spouse"," Sales"," United-States",0
0.123287671232877," Private"," 11th"," Married-civ-spouse"," Craft-repair"," United-States",0
0.273972602739726," Self-emp-inc"," Some-college"," Married-civ-spouse"," Exec-managerial"," Thailand",1
0.643835616438356," Private"," HS-grad"," Married-civ-spouse"," Exec-managerial"," United-States",1
0.219178082191781," Private"," Bachelors"," Never-married"," Prof-specialty"," United-States",0
0.219178082191781," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," United-States",1
0.602739726027397," Private"," HS-grad"," Married-civ-spouse"," Exec-managerial"," United-States",1
0," Private"," 9th"," Never-married"," Other-service"," United-States",0
0.452054794520548," Self-emp-not-inc"," Masters"," Married-civ-spouse"," Farming-fishing"," United-States",0
0.136986301369863," Local-gov"," Masters"," Never-married"," Prof-specialty"," United-States",0
0.178082191780822," Private"," HS-grad"," Divorced"," Prof-specialty"," United-States",0
0.356164383561644," Private"," HS-grad"," Married-civ-spouse"," Handlers-cleaners"," United-States",0
0.36986301369863," Private"," Some-college"," Married-civ-spouse"," Craft-repair"," United-States",1
0.246575342465753," Private"," Some-college"," Never-married"," Exec-managerial"," United-States",0
0.10958904109589," Private"," Some-college"," Never-married"," Tech-support"," United-States",0
0.0958904109589041," Private"," Some-college"," Married-civ-spouse"," Machine-op-inspct"," United-States",1
0.0684931506849315," Private"," Bachelors"," Never-married"," Prof-specialty"," Germany",0
0.342465753424658," Local-gov"," Some-college"," Married-civ-spouse"," Craft-repair"," United-States",1
0.232876712328767," Private"," Assoc-acdm"," Divorced"," Sales"," United-States",0
0.589041095890411," Private"," Bachelors"," Divorced"," Prof-specialty"," United-States",0
0.0547945205479452," Private"," HS-grad"," Never-married"," Handlers-cleaners"," United-States",0
0.547945205479452," Federal-gov"," Masters"," Married-civ-spouse"," Sales"," United-States",1
0.328767123287671," Private"," Prof-school"," Married-civ-spouse"," Prof-specialty"," United-States",1
0.452054794520548," Private"," Some-college"," Divorced"," Other-service"," United-States",0
0.10958904109589," Private"," Bachelors"," Never-married"," Exec-managerial"," United-States",0
0.452054794520548," Private"," 7th-8th"," Married-civ-spouse"," Craft-repair"," Ecuador",0
0.26027397260274," Private"," Bachelors"," Married-civ-spouse"," Prof-specialty"," United-States",0
0.191780821917808," Private"," HS-grad"," Divorced"," Prof-specialty"," United-States",0
0.164383561643836," Local-gov"," Bachelors"," Never-married"," Protective-serv"," United-States",0
0.0547945205479452," Private"," Some-college"," Never-married"," Sales"," United-States",0
0.136986301369863," Private"," Bachelors"," Never-married"," Tech-support"," United-States",0
0.657534246575342," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," United-States",0
0.273972602739726," Self-emp-inc"," Bachelors"," Divorced"," Sales"," United-States",0
0.0958904109589041," Private"," HS-grad"," Never-married"," Craft-repair"," United-States",0
0.287671232876712," Private"," HS-grad"," Divorced"," Sales"," United-States",0
0.424657534246575," Private"," Bachelors"," Married-civ-spouse"," Adm-clerical"," United-States",1
0.0547945205479452," Private"," Some-college"," Never-married"," Other-service"," United-States",0
0.191780821917808," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," United-States",1
0.520547945205479," Private"," HS-grad"," Married-civ-spouse"," Sales"," United-States",1
0.0958904109589041," Private"," Some-college"," Married-civ-spouse"," Adm-clerical"," Laos",0
0.356164383561644," Private"," HS-grad"," Divorced"," Adm-clerical"," United-States",0
0.123287671232877," Private"," Assoc-acdm"," Never-married"," Tech-support"," United-States",0
0.397260273972603," Private"," Assoc-acdm"," Never-married"," Prof-specialty"," United-States",0
0.246575342465753," Private"," Assoc-acdm"," Married-civ-spouse"," Adm-clerical"," United-States",1
0.328767123287671," Self-emp-inc"," Some-college"," Married-civ-spouse"," Farming-fishing"," United-States",1
0.123287671232877," Private"," Bachelors"," Never-married"," Sales"," United-States",0
0.232876712328767," Private"," Masters"," Married-civ-spouse"," Exec-managerial"," Taiwan",1
0.26027397260274," Self-emp-not-inc"," Bachelors"," Divorced"," Prof-specialty"," United-States",1
0.0684931506849315," Private"," Some-college"," Never-married"," Sales"," United-States",0
0.0958904109589041," Private"," Some-college"," Never-married"," Machine-op-inspct"," United-States",0
0.821917808219178," Self-emp-not-inc"," Some-college"," Married-civ-spouse"," Sales"," United-States",0
0.0684931506849315," Private"," 5th-6th"," Married-civ-spouse"," Machine-op-inspct"," Mexico",0
0.164383561643836," Private"," Some-college"," Never-married"," Tech-support"," United-States",0
0.616438356164384," Private"," HS-grad"," Widowed"," Other-service"," United-States",0
0.301369863013699," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Exec-managerial"," United-States",0
0.356164383561644," Private"," Some-college"," Married-civ-spouse"," Craft-repair"," United-States",0
0.246575342465753," Private"," HS-grad"," Divorced"," Transport-moving"," United-States",0
0.164383561643836," Private"," 11th"," Never-married"," Exec-managerial"," United-States",0
0.808219178082192," Self-emp-not-inc"," Masters"," Married-civ-spouse"," Craft-repair"," United-States",0
0.63013698630137," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Farming-fishing"," United-States",0
0.356164383561644," Private"," Some-college"," Married-civ-spouse"," Prof-specialty"," United-States",1
0.561643835616438," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Handlers-cleaners"," United-States",0
0.671232876712329," Private"," HS-grad"," Never-married"," Transport-moving"," United-States",0
0.328767123287671," Private"," Some-college"," Never-married"," Craft-repair"," United-States",0
0.123287671232877," Private"," Bachelors"," Never-married"," Adm-clerical"," United-States",0
0.410958904109589," Private"," Assoc-voc"," Never-married"," Other-service"," United-States",0
0.520547945205479," Local-gov"," 10th"," Married-civ-spouse"," Adm-clerical"," United-States",0
0.493150684931507," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," United-States",0
0," Private"," 5th-6th"," Never-married"," Other-service"," Mexico",0
0.178082191780822," Private"," HS-grad"," Never-married"," Craft-repair"," United-States",0
0.438356164383562," Private"," Masters"," Never-married"," Prof-specialty"," United-States",0
0.0273972602739726," Private"," HS-grad"," Never-married"," Sales"," Haiti",0
0.383561643835616," Private"," HS-grad"," Married-civ-spouse"," Other-service"," United-States",0
0.123287671232877," Private"," Assoc-acdm"," Never-married"," Sales"," United-States",0
0.287671232876712," Private"," Assoc-voc"," Married-civ-spouse"," Craft-repair"," United-States",1
0.26027397260274," State-gov"," HS-grad"," Married-civ-spouse"," Protective-serv"," United-States",1
0.219178082191781," Private"," HS-grad"," Never-married"," Farming-fishing"," United-States",0
0.0684931506849315," State-gov"," Some-college"," Never-married"," Protective-serv"," United-States",0
0.356164383561644," Self-emp-not-inc"," Bachelors"," Never-married"," Sales"," United-States",0
0.534246575342466," Private"," Assoc-acdm"," Married-spouse-absent"," Other-service"," Iran",0
0.191780821917808," Private"," Bachelors"," Never-married"," Prof-specialty"," United-States",0
0.219178082191781," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," United-States",1
0.123287671232877," Private"," HS-grad"," Married-civ-spouse"," Other-service"," United-States",0
0.219178082191781," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," United-States",1
